2018-Apr-28 16:14:28.324 INFO  [http-nio-8080-exec-1] o.s.m.c.MediaController - filter=censoring,level=Censored
2018-Apr-28 16:14:28.324 INFO  [http-nio-8080-exec-1] o.s.m.c.MediaController - filter=censoring,level=Censored
2018-Apr-28 16:22:35.124 INFO  [http-nio-8080-exec-3] o.s.m.c.MediaController - filter=censoring,level=Unensored
2018-Apr-28 16:22:35.128 INFO  [http-nio-8080-exec-3] o.s.m.c.MediaController - filter=censoring,level=Unensored
2018-Apr-28 16:22:47.413 INFO  [http-nio-8080-exec-5] o.s.m.c.MediaController - filter=censoring,level=Uncensored
2018-Apr-28 16:22:47.414 INFO  [http-nio-8080-exec-5] o.s.m.c.MediaController - filter=censoring,level=Uncensored
2018-Apr-28 16:35:04.405 INFO  [main] o.s.m.MediaApplication - Starting MediaApplication on ESS17001DXB0342 with PID 4456 (C:\Users\Etisalat\Desktop\java-assignment\target\classes started by Etisalat in C:\Users\Etisalat\Desktop\java-assignment)
2018-Apr-28 16:35:04.409 INFO  [main] o.s.m.MediaApplication - No active profile set, falling back to default profiles: default
2018-Apr-28 16:35:04.488 INFO  [main] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@475e586c: startup date [Sat Apr 28 16:35:04 GST 2018]; root of context hierarchy
2018-Apr-28 16:35:05.912 INFO  [main] o.s.b.w.e.t.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2018-Apr-28 16:35:05.958 INFO  [main] o.a.c.c.StandardService - Starting service [Tomcat]
2018-Apr-28 16:35:05.958 INFO  [main] o.a.c.c.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.28
2018-Apr-28 16:35:05.971 INFO  [localhost-startStop-1] o.a.c.c.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_151\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_151/bin/server;C:/Program Files/Java/jre1.8.0_151/bin;C:/Program Files/Java/jre1.8.0_151/lib/amd64;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Program Files\nodejs\;C:\Users\Etisalat\AppData\Local\Microsoft\WindowsApps;C:\java practice\apache-maven-3.5.2\bin;C:\Users\Etisalat\AppData\Roaming\npm;C:\java practice\eclipse;;.]
2018-Apr-28 16:35:06.125 INFO  [localhost-startStop-1] o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
2018-Apr-28 16:35:06.125 INFO  [localhost-startStop-1] o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 1637 ms
2018-Apr-28 16:35:06.274 INFO  [localhost-startStop-1] o.s.b.w.s.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2018-Apr-28 16:35:06.274 INFO  [localhost-startStop-1] o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
